"month2","date2","year2","month1","date1","year1","group","famdiff","nycdirec","priority","votch1","othvotch1","votchst1","prompt","watchdpr","watchjlpr","party","partyoth","mob","yob","grade","race","raceoth","bestdate","besttime","gender","watchdps1","watchjlps","balance","watchdps2","watchdchk","informative","effective","won1","won2","ferrop","bloomop","knowledge","bloomsc","ferrsc","terror","housing","group2","vote","votch2","othvotch2","dosi","dofi","watch","age","coll","white","black","female","watchdps","modrace","modgen","modracgen","won","boroname","notperf","votem2005","votem2001","votem1997"
11,3,2005,10,28,2005,2,2,1,1,,,,6,1,,1,,12,1938,5,1,,1104,2000,1,1,,,,13,2,1,1,,3,3,1,75,,1,3,2,,,,11/3/2005,10/28/2005,1,66.9534225463867,1,1,0,0,1,0,0,0,1,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,1,2,2,5,1,,2,3,2,,1,,8,1933,4,1,,1103,1000,2,2,,,,,,,2,,3,3,2,50,50,3,2,1,1,1,,11/2/2005,10/29/2005,1,72.2931518554688,1,1,0,1,0,,,,2,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,2,1,1,2,,,,4,2,,2,,5,1934,4,1,,1102,1630,2,2,,,,,,,3,,4,4,3,,,3,3,1,3,6,,11/2/2005,10/29/2005,1,71.5452041625977,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,4,2,1,5,,,,,,2,1,,1,1937,4,1,,1104,2030,2,,2,,2,,,,3,,3,3,3,85,45,1,3,2,,,,11/2/2005,10/29/2005,0,68.8712310791016,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,1,2005,10,28,2005,4,2,2,6,,,,,,1,1,,10,1945,5,1,,1101,2000,1,,2,,1,1,2,2,,,1,3,2,20,65,3,2,1,1,1,,11/1/2005,10/28/2005,0,60.1150703430176,1,1,0,0,1,1,1,1,,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,2,2,1,3,,,,6,2,,1,,6,1924,3,1,,1102,1930,2,2,,,,,,,1,,3,3,1,95,70,1,1,1,1,2,,11/2/2005,10/28/2005,1,81.4630126953125,0,1,0,1,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,30,2005,2,1,1,1,,,,5,1,,1,,5,1921,5,1,,1102,1000,2,2,,,,,,,3,,2,4,1,75,50,1,1,1,1,2,,11/2/2005,10/30/2005,1,84.5561676025391,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,1,2005,10,29,2005,2,3,1,1,,,,4,1,,1,,8,1939,4,1,,1101,2000,1,1,,,,1,3,1,3,,1,3,1,85,70,1,3,1,1,2,,11/1/2005,10/29/2005,1,66.290412902832,1,1,0,0,1,1,1,1,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,3,1,1,1,1,,1,,,3,1,,11,1931,4,2,,1104,2130,2,,2,,2,,,,3,,4,3,3,,,3,3,2,,,,11/2/2005,10/29/2005,0,74.0438385009766,1,0,1,1,0,,,,3,"MANHATTAN",0,0,1,1
11,3,2005,10,31,2005,4,3,1,1,,,,,,3,1,,8,1945,3,1,,1101,2000,2,,1,1,2,,,,,3,3,3,1,65,50,3,2,1,1,6,,11/3/2005,10/31/2005,0,60.2904090881348,0,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,1,2,2,6,6,,,3,1,,1,,1,1947,5,1,,1104,1000,1,2,,,,,,,3,,3,3,3,50,60,2,2,1,1,1,,11/2/2005,10/29/2005,1,58.8657531738281,1,1,0,0,0,,,,3,"MANHATTAN",1,1,1,1
11,1,2005,10,28,2005,2,3,1,7,,,,4,1,,1,,9,1919,3,1,,1101,2000,1,2,,,,,,,3,,3,3,1,80,0,1,1,1,1,2,,11/1/2005,10/28/2005,1,86.216438293457,0,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,3,2,1,5,2,,1,,,2,1,,7,1927,4,1,,1102,1130,2,,1,2,2,,,,,3,3,3,1,90,70,1,1,1,1,2,,11/2/2005,10/29/2005,0,78.3835601806641,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,4,2,3,5,,,,,,1,6,,5,1932,5,1,,1102,1900,2,,1,2,2,,,,,2,1,2,3,45,65,3,2,2,,,,11/2/2005,10/28/2005,0,73.5424652099609,1,1,0,1,0,,,,2,"MANHATTAN",0,0,1,1
11,3,2005,10,31,2005,1,2,1,5,2,,2,3,2,,1,,4,1938,4,1,,1104,1730,2,2,,,,,,,3,,3,3,1,50,25,1,3,2,,,,11/3/2005,10/31/2005,1,67.6301345825195,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,2,2,1,5,,,,6,3,,1,,6,1943,4,1,,1103,2000,1,2,,,,,,,1,,3,1,1,88,63,1,1,2,,,,11/2/2005,10/29/2005,1,62.4547958374023,1,1,0,0,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,1,2,1,6,2,,1,2,2,,1,,3,1944,5,1,,1102,1500,2,2,,,,,,,3,,3,3,3,,,1,1,1,3,2,,11/2/2005,10/29/2005,1,61.7041091918945,1,1,0,1,0,,,,3,"MANHATTAN",0,0,1,1
11,1,2005,10,29,2005,2,3,2,1,,,,4,2,,1,,12,1935,5,1,,1101,2000,2,2,,,,,,,3,,3,3,3,50,50,3,3,1,1,1,,11/1/2005,10/29/2005,1,69.9589004516602,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,1,2005,10,29,2005,1,3,1,8,1,,2,5,1,,1,,12,1946,3,2,,1101,2000,1,1,,,,13,3,1,1,,3,3,2,50,0,1,2,1,1,1,,11/1/2005,10/29/2005,1,58.95068359375,0,0,1,0,1,0,0,0,1,"MANHATTAN",0,1,1,1
11,1,2005,10,28,2005,2,2,2,6,,,,2,1,,1,,4,1939,4,1,,1101,2100,2,1,,,,1,2,2,3,,1,2,1,70,70,3,2,2,,,,11/1/2005,10/28/2005,1,66.6219177246094,1,1,0,1,1,1,1,1,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,3,3,1,1,1,,2,,,3,1,,9,1947,5,1,,1101,2000,1,,2,,2,,,,3,,3,3,3,55,40,3,2,2,,,,11/2/2005,10/29/2005,0,58.2000007629395,1,1,0,0,0,,,,3,"MANHATTAN",1,0,1,1
11,2,2005,10,28,2005,4,4,1,5,,,,,,3,1,,9,1955,3,1,,1101,2100,2,,2,,2,,,,3,,3,1,1,100,20,1,1,2,,,,11/2/2005,10/28/2005,0,50.191780090332,0,1,0,1,0,,,,3,"MANHATTAN",1,1,1,1
11,3,2005,10,29,2005,2,2,1,10,,,,2,1,,1,,8,1927,2,2,,1102,1100,2,1,,,,13,2,2,1,,1,4,1,80,80,2,2,2,,,,11/3/2005,10/29/2005,1,78.2986297607422,0,0,1,1,1,0,0,0,1,"MANHATTAN",0,1,0,0
11,2,2005,10,29,2005,3,3,1,4,2,,2,,,2,1,,10,1951,4,4,,1103,1900,1,,2,,2,,,,1,,1,3,1,75,65,1,1,1,1,2,,11/2/2005,10/29/2005,0,54.1150703430176,1,0,0,0,0,,,,1,"MANHATTAN",0,1,1,1
11,3,2005,10,29,2005,1,3,1,2,2,,1,2,2,,1,,1,1947,4,1,,1101,2000,2,2,,,,,,,3,,3,3,1,95,30,1,1,2,,,,11/3/2005,10/29/2005,1,58.8657531738281,1,1,0,1,0,,,,3,"MANHATTAN",1,1,1,1
11,1,2005,10,28,2005,2,1,2,1,,,,6,1,,1,,2,1946,5,1,,1101,2130,2,1,,,,1,1,2,2,,1,2,2,20,65,2,2,2,,,,11/1/2005,10/28/2005,1,59.7780838012695,1,1,0,1,1,1,1,1,2,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,4,2,1,4,,,,,,3,2,,10,1935,5,1,,1102,2000,1,,2,,2,,,,1,,2,3,1,60,30,1,1,2,,,,11/2/2005,10/29/2005,0,70.1260299682617,1,1,0,0,0,,,,1,"MANHATTAN",0,1,1,1
11,1,2005,10,29,2005,4,3,1,4,,,,,,3,6,,1,1964,4,1,,1101,2000,2,,2,,2,,,,3,,3,3,1,60,45,1,1,1,1,2,,11/1/2005,10/29/2005,0,41.854793548584,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,0
11,2,2005,10,29,2005,2,1,1,6,,,,6,1,,1,,7,1932,4,9,,1103,1500,2,2,,,,,,,1,,3,3,1,80,20,3,2,2,,,,11/2/2005,10/29/2005,1,73.3780822753906,1,,,1,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,3,3,3,6,1,,2,,,2,1,,2,1950,3,1,,1102,1300,1,,2,,2,,,,3,,1,4,3,75,60,3,2,1,1,1,,11/2/2005,10/29/2005,0,55.7780838012695,0,1,0,0,0,,,,3,"MANHATTAN",0,1,1,0
11,3,2005,10,28,2005,2,3,3,5,,,,6,1,,1,,5,1940,2,2,,1104,1500,2,2,,,,,,,3,,3,3,3,,,3,3,1,1,6,,11/3/2005,10/28/2005,1,65.5369873046875,0,0,1,1,0,,,,3,"MANHATTAN",0,1,1,1
11,1,2005,10,28,2005,3,2,1,3,1,,1,,,2,1,,8,1922,2,2,,1101,2000,2,,2,,2,,,,3,,3,2,2,79,89,2,2,1,1,1,,11/1/2005,10/28/2005,0,83.2986297607422,0,0,1,1,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,4,2,3,5,,,,,,1,1,,5,1953,4,1,,1101,2000,1,,2,,2,,,,3,,3,3,3,70,73,3,2,2,,,,11/2/2005,10/28/2005,0,52.5287666320801,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,31,2005,3,2,1,3,2,,2,,,1,6,,1,,4,1,,1101,2000,2,,2,,1,13,3,1,1,,3,3,1,80,75,1,2,2,,,,11/2/2005,10/31/2005,0,,1,1,0,1,1,0,0,0,1,"MANHATTAN",1,1,1,1
11,2,2005,10,29,2005,3,2,1,1,6,,,,,1,1,,10,1946,4,1,,1103,1000,2,,1,1,2,,,,,3,1,2,1,80,60,1,2,2,,,,11/2/2005,10/29/2005,0,59.1178092956543,1,1,0,1,0,,,,3,"MANHATTAN",0,0,1,0
11,2,2005,10,29,2005,2,3,3,6,,,,1,2,,1,,5,1960,4,1,,1102,1800,2,2,,,,,,,3,,1,3,2,99,80,3,2,2,,,,11/2/2005,10/29/2005,1,45.5260276794434,1,1,0,1,0,,,,3,"MANHATTAN",0,0,1,0
11,2,2005,10,28,2005,3,2,1,2,3,,1,,,2,2,,10,1945,4,1,,1104,1900,1,,2,,2,,,,3,,2,3,1,75,35,1,1,2,,,,11/2/2005,10/28/2005,0,60.1150703430176,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,4,1,3,5,,,,,,1,2,,11,1924,3,1,,1102,1600,2,,2,,2,,,,3,,4,2,3,20,45,3,2,2,,,,11/2/2005,10/29/2005,0,81.0465774536133,0,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,1,3,1,1,6,,,1,1,,1,,11,1932,3,1,,1102,1030,2,1,,,,13,2,1,3,,3,4,3,90,90,3,2,2,,,,11/2/2005,10/29/2005,1,73.0410995483398,0,1,0,1,1,0,0,0,3,"MANHATTAN",1,1,1,1
11,1,2005,10,30,2005,1,2,1,2,2,,1,3,1,,1,,8,1922,2,1,,1101,2030,1,1,,,,1,1,1,1,,1,1,1,90,75,1,1,2,,,,11/1/2005,10/30/2005,1,83.3041076660156,0,1,0,0,1,1,1,1,1,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,2,1,1,3,,,,6,1,,2,,2,1933,5,1,,1102,1400,1,2,,,,,,,1,,2,1,1,90,60,1,1,2,,,,11/2/2005,10/29/2005,1,72.7890396118164,1,1,0,0,0,,,,1,"MANHATTAN",0,1,1,0
11,2,2005,10,28,2005,1,3,1,3,6,,,2,2,,1,,5,1921,5,1,,1101,2000,2,2,,,,,,,3,,3,3,3,66,60,3,3,1,1,6,,11/2/2005,10/28/2005,1,84.5506820678711,1,1,0,1,0,,,,3,"MANHATTAN",1,1,1,1
11,2,2005,10,28,2005,1,2,1,4,2,,1,2,3,,2,,11,1937,3,1,,1104,1000,2,2,,,,,,,1,,1,3,1,50,20,1,1,1,1,2,,11/2/2005,10/28/2005,1,68.0356140136719,0,1,0,1,0,,,,1,"MANHATTAN",0,1,1,1
11,3,2005,10,31,2005,1,2,1,2,2,,1,2,3,,1,,1,,5,1,,1101,2000,2,2,,,,,,,3,,3,3,1,90,75,1,2,1,1,2,,11/3/2005,10/31/2005,1,,1,1,0,1,0,,,,3,"MANHATTAN",1,1,1,0
11,3,2005,10,28,2005,4,3,2,5,,,,,,1,5,"independen",5,1930,4,1,,1102,2100,1,,1,1,2,,,,,3,1,2,1,60,50,3,2,2,,,,11/3/2005,10/28/2005,0,75.5452041625977,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,1,2005,10,29,2005,3,2,1,1,2,,1,,,3,1,,1,,9,1,,1101,2000,2,,2,,1,1,1,1,,,3,3,1,0,0,1,1,1,1,2,,11/1/2005,10/29/2005,0,,,1,0,1,1,1,1,1,,"MANHATTAN",1,1,1,1
11,2,2005,10,29,2005,4,3,1,1,,,,,,2,1,,6,1953,4,1,,1104,1500,1,,2,,2,,,,1,,4,4,3,50,0,1,1,2,,,,11/2/2005,10/29/2005,0,52.4465751647949,1,1,0,0,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,1,3,2,4,2,,1,4,1,,2,,9,,2,1,,1102,2000,2,2,,,,,,,1,,2,3,1,80,50,1,2,1,1,2,,11/2/2005,10/28/2005,1,,0,1,0,1,0,,,,1,"MANHATTAN",1,1,1,1
11,2,2005,10,29,2005,3,1,1,2,2,,1,,,2,1,,10,1968,5,1,,1104,2100,1,,2,,2,,,,3,,3,3,3,75,40,1,1,2,,,,11/2/2005,10/29/2005,0,37.1013717651367,1,1,0,0,0,,,,3,"MANHATTAN",1,1,1,1
11,2,2005,10,29,2005,2,2,1,6,,,,4,3,,1,,9,1940,4,2,,1102,1830,2,2,,,,,,,3,,3,3,1,60,50,1,2,1,1,2,,11/2/2005,10/29/2005,1,65.2027435302734,1,0,1,1,0,,,,3,"MANHATTAN",0,1,1,1
11,1,2005,10,30,2005,4,3,2,7,,,,,,1,3,,1,,2,1,,1101,2000,2,,2,,2,,,,3,,2,4,3,0,0,3,3,2,,,,11/1/2005,10/30/2005,0,,0,1,0,1,0,,,,3,"MANHATTAN",1,1,1,1
11,2,2005,10,28,2005,4,3,2,1,,,,,,1,1,,3,1937,4,1,,1101,2000,1,,2,,2,,,,3,,1,3,3,25,20,3,2,1,1,1,,11/2/2005,10/28/2005,0,68.7068481445312,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,3,2005,10,28,2005,3,2,2,1,2,,2,,,2,1,,12,1942,5,1,,1103,1930,2,,3,,2,,,,,,3,2,3,90,85,3,2,2,,,,11/3/2005,10/28/2005,0,62.95068359375,1,1,0,1,0,,,,,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,3,2,1,5,1,,3,,,2,1,,11,1939,4,1,,1101,2000,1,,2,,2,,,,3,,3,3,3,65,50,1,2,2,,,,11/2/2005,10/28/2005,0,66.0356140136719,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,0
11,2,2005,10,29,2005,2,1,1,3,,,,2,2,,6,,5,1945,4,1,,1101,2000,1,2,,,,,,,3,,3,3,1,97,60,1,1,1,1,2,,11/2/2005,10/29/2005,1,60.5369873046875,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,3,2005,10,29,2005,4,4,1,6,,,,,,2,1,,2,1931,5,1,,1101,2000,2,,2,,2,,,,3,,3,3,3,78,40,1,1,2,,,,11/3/2005,10/29/2005,0,74.7917785644531,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,0
11,3,2005,10,31,2005,3,2,1,5,2,,1,,,1,1,,6,1924,4,1,,1104,1800,2,,3,,2,,,,,,2,1,1,98,9,1,1,1,1,2,,11/3/2005,10/31/2005,0,81.4712295532227,1,1,0,1,0,,,,,"MANHATTAN",0,1,1,1
11,2,2005,10,31,2005,4,2,1,1,,,,,,1,1,,5,1948,5,1,,1102,1900,2,,2,,2,,,,1,,3,3,1,80,30,1,2,1,1,2,,11/2/2005,10/31/2005,0,57.5397262573242,1,1,0,1,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,2,1,1,1,,,,1,2,,1,,5,1933,5,1,,1102,1000,2,2,,,,,,,1,,1,3,1,95,30,1,1,1,1,2,,11/2/2005,10/29/2005,1,72.5452041625977,1,1,0,1,0,,,,1,"MANHATTAN",0,1,1,0
11,3,2005,10,28,2005,1,3,2,3,3,,2,1,1,,1,,3,1942,3,2,,1102,1900,2,1,,,,1,1,4,3,,3,4,1,70,70,3,2,2,,,,11/3/2005,10/28/2005,1,63.7041091918945,0,0,1,1,1,1,1,1,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,2,2,2,5,,,,6,2,,1,,10,1949,4,1,,1102,1400,1,2,,,,,,,3,,1,2,2,50,75,1,2,2,,,,11/2/2005,10/29/2005,1,56.1150703430176,1,1,0,0,0,,,,3,"MANHATTAN",0,0,1,1
11,3,2005,10,28,2005,4,1,1,6,,,,,,1,1,,6,1927,4,1,,1101,2000,1,,2,,2,,,,3,,1,2,3,70,50,3,2,1,1,1,,11/3/2005,10/28/2005,0,78.4630126953125,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,3,2005,10,31,2005,3,2,1,1,1,,3,,,2,1,,12,1951,4,1,,1104,1800,1,,2,,2,,,,3,,1,3,3,75,65,1,2,1,1,1,,11/3/2005,10/31/2005,0,53.953426361084,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,3,2005,10,28,2005,3,1,1,4,2,,1,,,1,1,,4,1958,5,1,,1104,2000,2,,2,,2,,,,1,,3,3,1,90,30,1,1,1,1,2,,11/3/2005,10/28/2005,0,47.6082191467285,1,1,0,1,0,,,,1,"MANHATTAN",1,1,1,1
11,3,2005,10,29,2005,3,2,1,4,2,,1,,,1,1,,1,1944,2,1,,1102,1930,1,,1,2,2,,,,,1,2,3,1,80,0,1,1,2,,,,11/3/2005,10/29/2005,0,61.8684921264648,0,1,0,0,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,2,3,1,1,,,,2,1,,1,,12,1924,5,1,,1102,1830,2,2,,,,,,,1,,3,3,1,75,70,1,3,1,1,2,,11/2/2005,10/28/2005,1,80.9616470336914,1,1,0,1,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,30,2005,2,2,1,5,,,,3,3,,1,,5,1937,4,1,,1102,1100,2,2,,,,,,,2,,3,3,1,75,30,1,3,1,1,2,,11/2/2005,10/30/2005,1,68.5452041625977,1,1,0,1,0,,,,2,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,1,3,2,6,6,,,2,1,,1,,4,1928,5,1,,1102,2130,1,1,,,,1,2,4,1,,1,3,2,50,50,3,1,2,,,,11/2/2005,10/29/2005,1,77.6301345825195,1,1,0,0,1,1,1,1,1,"MANHATTAN",1,1,1,1
11,1,2005,10,28,2005,1,1,1,2,2,,1,4,1,,1,,8,1938,5,2,,1101,2000,2,1,,,,1,2,1,1,,3,3,1,85,50,1,3,1,1,2,,11/1/2005,10/28/2005,1,67.2876739501953,1,0,1,1,1,1,1,1,1,"MANHATTAN",0,1,1,1
11,3,2005,10,28,2005,1,1,2,5,1,,1,2,2,,6,,1,,3,1,,1102,1730,1,2,,,,,,,3,,1,2,3,40,60,2,2,2,,,,11/3/2005,10/28/2005,1,,0,1,0,0,0,,,,3,"MANHATTAN",1,0,1,1
11,2,2005,10,29,2005,2,4,3,10,,,,2,3,,1,,7,1940,4,1,,1104,1130,2,2,,,,,,,3,,4,4,3,,,3,3,2,,,,11/2/2005,10/29/2005,1,65.3726043701172,1,1,0,1,0,,,,3,"MANHATTAN",0,0,1,1
11,2,2005,10,29,2005,4,2,3,6,,,,,,1,1,,7,1940,5,1,,1101,2000,1,,1,1,2,,,,,3,4,3,3,80,50,3,2,1,1,6,,11/2/2005,10/29/2005,0,65.3726043701172,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,3,2005,10,28,2005,4,3,1,2,,,,,,3,2,,6,1913,2,1,,1104,2030,2,,2,,2,,,,1,,3,3,1,75,45,1,1,1,1,2,,11/3/2005,10/28/2005,0,92.4712295532227,0,1,0,1,0,,,,1,"STATEN ISLAND",0,,,
11,1,2005,10,28,2005,2,3,1,4,,,,1,2,,6,,6,1946,5,1,,1101,2030,1,1,,,,3,2,1,1,,3,3,2,80,50,1,1,2,,,,11/1/2005,10/28/2005,1,59.4493141174316,1,1,0,0,1,0,1,0,1,"STATEN ISLAND",0,,,
11,1,2005,10,28,2005,3,1,1,4,2,,1,,,1,2,,10,1966,2,3,,1101,2100,2,,2,,2,,,,3,,3,1,1,100,0,1,1,2,,,,11/1/2005,10/28/2005,0,39.1013717651367,0,0,0,1,0,,,,3,"STATEN ISLAND",0,,,
11,2,2005,10,28,2005,4,2,1,4,,,,,,3,1,,1,,4,1,,1104,2000,2,,2,,2,,,,1,,3,3,1,90,75,1,3,2,,,,11/2/2005,10/28/2005,0,,1,1,0,1,0,,,,1,"STATEN ISLAND",0,,,
11,1,2005,10,28,2005,2,3,1,5,,,,6,2,,6,,6,1920,3,1,,1101,2000,1,2,,,,,,,1,,2,1,1,100,2,1,1,1,1,2,,11/1/2005,10/28/2005,1,85.4657516479492,0,1,0,0,0,,,,1,"STATEN ISLAND",0,,,
11,2,2005,10,29,2005,4,4,1,10,,,,,,1,6,,1,1970,3,1,,1104,2000,1,,2,,2,,,,3,,3,3,3,75,0,3,3,1,1,6,,11/2/2005,10/29/2005,0,35.8493156433105,0,1,0,0,0,,,,3,"STATEN ISLAND",0,,,
11,2,2005,10,28,2005,3,2,1,4,2,,2,,,2,2,,6,1930,2,1,,1102,2100,1,,2,,2,,,,1,,3,3,1,75,40,1,1,1,1,2,,11/2/2005,10/28/2005,0,75.4602737426758,0,1,0,0,0,,,,1,"STATEN ISLAND",0,,,
11,1,2005,10,28,2005,2,2,2,1,,,,5,2,,1,,1,,5,2,,1101,2000,2,2,,,,,,,1,,3,3,1,50,25,1,2,1,1,2,,11/1/2005,10/28/2005,1,,1,0,1,1,0,,,,1,"STATEN ISLAND",0,,,
11,1,2005,10,28,2005,1,1,2,1,1,,1,1,1,,2,,5,1952,5,1,,1101,2100,2,2,,,,,,,2,,1,3,2,5,60,2,2,2,,,,11/1/2005,10/28/2005,1,53.5287666320801,1,1,0,1,0,,,,2,"STATEN ISLAND",0,,,
11,3,2005,10,29,2005,2,1,1,3,,,,6,2,,1,,10,1946,2,1,,1103,1930,2,2,,,,,,,1,,2,3,1,80,60,1,2,1,1,2,,11/3/2005,10/29/2005,1,59.1178092956543,0,1,0,1,0,,,,1,"STATEN ISLAND",0,,,
11,2,2005,10,29,2005,1,3,3,10,6,,,2,2,,1,,1,1933,1,2,,1101,2000,1,2,,,,,,,3,,4,1,1,,99,1,1,2,,,,11/2/2005,10/29/2005,1,72.8739700317383,0,0,1,0,0,,,,3,"STATEN ISLAND",0,,,
11,2,2005,10,30,2005,3,1,2,2,1,,2,,,1,6,,9,1971,5,1,,1101,2000,2,,1,2,2,,,,,1,3,3,2,10,40,1,2,2,,,,11/2/2005,10/30/2005,0,34.1863021850586,1,1,0,1,0,,,,1,"STATEN ISLAND",0,,,
11,3,2005,10,30,2005,4,1,1,2,,,,,,2,1,,5,1932,2,1,,1104,1900,1,,2,,1,13,3,1,1,,3,3,1,99,0,1,1,2,,,,11/3/2005,10/30/2005,0,73.5479431152344,0,1,0,0,1,0,0,0,1,"STATEN ISLAND",0,,,
11,2,2005,10,29,2005,1,2,3,1,2,,2,5,1,,1,,11,1945,4,3,,1101,2000,1,1,,,,3,3,1,1,,3,3,1,75,20,3,2,1,1,2,,11/2/2005,10/29/2005,1,60.0328750610352,1,0,0,0,1,0,1,0,1,"STATEN ISLAND",0,,,
11,1,2005,10,28,2005,4,3,1,4,,,,,,3,1,,5,1931,2,1,,1101,2000,2,,2,,2,,,,3,,4,4,1,100,0,1,1,1,1,5,,11/1/2005,10/28/2005,0,74.5452041625977,0,1,0,1,0,,,,3,"STATEN ISLAND",0,1,1,1
11,2,2005,10,29,2005,4,3,1,5,,,,,,3,1,,9,1923,2,1,,1101,2000,1,,2,,2,,,,3,,3,4,3,,,3,3,1,3,6,,11/2/2005,10/29/2005,0,82.216438293457,0,1,0,0,0,,,,3,"STATEN ISLAND",0,1,1,1
11,3,2005,10,29,2005,4,2,2,1,,,,,,3,1,,10,1933,2,6,"IRISH",1103,1900,1,,2,,2,,,,3,,1,3,2,0,100,2,2,2,,,,11/3/2005,10/29/2005,0,72.1260299682617,0,0,0,0,0,,,,3,"STATEN ISLAND",0,1,1,1
11,2,2005,10,28,2005,4,3,3,7,,,,,,2,9,,1,1928,3,1,,1102,2000,2,,2,,2,,,,3,,3,3,3,40,40,3,2,1,1,6,,11/2/2005,10/28/2005,0,77.876708984375,0,1,0,1,0,,,,3,"STATEN ISLAND",0,1,1,1
11,1,2005,10,28,2005,1,1,1,1,2,,1,2,3,,9,,11,1942,5,1,,1101,2000,1,2,,,,,,,3,,3,3,1,90,50,1,3,1,1,2,,11/1/2005,10/28/2005,1,63.0328750610352,1,1,0,0,0,,,,3,"STATEN ISLAND",0,1,1,1
11,2,2005,10,29,2005,1,2,1,1,2,,2,3,2,,2,,5,1930,2,1,,1101,2000,1,2,,,,,,,1,,2,2,1,85,35,1,1,2,,,,11/2/2005,10/29/2005,1,75.5479431152344,0,1,0,0,0,,,,1,"STATEN ISLAND",0,1,1,0
11,2,2005,10,29,2005,2,1,1,2,,,,6,1,,2,,4,1923,2,1,,1103,1930,1,2,,,,,,,3,,3,3,3,75,50,1,3,1,1,2,,11/2/2005,10/29/2005,1,82.6356201171875,0,1,0,0,0,,,,3,"STATEN ISLAND",0,1,1,1
11,1,2005,10,28,2005,1,1,1,2,6,,,3,2,,1,,11,1922,2,1,,1101,2000,1,2,,,,,,,3,,3,2,1,0,30,1,3,1,1,6,,11/1/2005,10/28/2005,1,83.0465774536133,0,1,0,0,0,,,,3,"STATEN ISLAND",1,1,1,1
11,3,2005,10,29,2005,1,2,1,5,2,,1,2,3,,6,,2,1928,5,1,,1101,2000,2,2,,,,,,,1,,3,3,3,50,50,1,3,2,,,,11/3/2005,10/29/2005,1,77.7945175170898,1,1,0,1,0,,,,1,"STATEN ISLAND",1,1,1,1
11,2,2005,10,29,2005,1,2,1,7,2,,1,3,3,,2,,11,1924,2,1,,1102,1000,1,1,,,,1,2,1,1,,3,3,1,100,85,1,3,1,1,2,,11/2/2005,10/29/2005,1,81.0465774536133,0,1,0,0,1,1,1,1,1,"STATEN ISLAND",0,1,1,1
11,2,2005,10,29,2005,4,1,1,3,,,,,,3,1,,10,1939,5,1,,1101,2000,2,,2,,2,,,,1,,3,3,1,85,65,1,1,1,1,2,,11/2/2005,10/29/2005,0,66.123291015625,1,1,0,1,0,,,,1,"STATEN ISLAND",0,1,1,1
11,2,2005,10,29,2005,1,4,3,1,6,,,5,1,,1,,9,1931,5,1,,1101,2000,2,2,,,,,,,3,,3,2,1,60,45,1,2,2,,,,11/2/2005,10/29/2005,1,74.2109603881836,1,1,0,1,0,,,,3,"STATEN ISLAND",0,1,1,1
